id,description,category,severity,department,risk_level,reported_date,status,similar_incidents,root_causes,recommendations,impact,urgency
INC-00837,Critical load balancer failure causing data loss in HR,System Failure,Critical,R&D,High,2025-11-16,Resolved,"[{""incident_id"": ""INC-07777"", ""description"": ""Low disk space exhaustion in R&D cloud storage..."", ""relevance"": 0.82}, {""incident_id"": ""INC-05007"", ""description"": ""Critical CPU overload on Sales web server..."", ""relevance"": 0.85}, {""incident_id"": ""INC-06333"", ""description"": ""Low Cache server failure affecting Marketing performance..."", ""relevance"": 0.86}, {""incident_id"": ""INC-07092"", ""description"": ""Low Kubernetes cluster failure in Marketing environment..."", ""relevance"": 0.84}, {""incident_id"": ""INC-01034"", ""description"": ""Critical cooling system failure affecting Sales servers..."", ""relevance"": 0.72}, {""incident_id"": ""INC-03158"", ""description"": ""Low Message queue failure in Customer Service system..."", ""relevance"": 0.86}]","[""Inadequate capacity planning"", ""Inadequate testing procedures"", ""Database connection pooling issues"", ""Lack of automated monitoring"", ""Auto-scaling threshold misconfigurations""]","[""Implement data classification framework"", ""Establish regular security audits"", ""Implement multi-factor authentication"", ""Conduct comprehensive forensic investigation"", ""Establish incident response procedures"", ""Notify all affected stakeholders immediately"", ""Conduct security awareness training""]",Low,Medium
INC-00838,High removable media loss with HR proprietary data,Data Leakage,High,Marketing,High,2025-10-18,Resolved,"[{""incident_id"": ""INC-03472"", ""description"": ""Critical Session recording leak with R&D user authentication credentials..."", ""relevance"": 0.81}, {""incident_id"": ""INC-08469"", ""description"": ""Critical analytics data exposure revealing HR customer PII..."", ""relevance"": 0.76}, {""incident_id"": ""INC-02356"", ""description"": ""Critical Error message leak revealing R&D system information..."", ""relevance"": 0.79}, {""incident_id"": ""INC-01355"", ""description"": ""Medium developer environment leak of Sales financial records..."", ""relevance"": 0.76}]","[""Weak data access controls"", ""Inadequate employee training on data protection"", ""Shadow data storage locations"", ""Poor data governance framework"", ""Missing data handling procedures""]","[""Implement data loss prevention tools"", ""Conduct security awareness training"", ""Implement multi-factor authentication"", ""Implement data classification framework"", ""Deploy additional monitoring solutions"", ""Conduct comprehensive forensic investigation"", ""Deploy security information and event management""]",High,Immediate
INC-00839,Medium VPN gateway failure preventing HR remote access,Network,Medium,Legal,Medium,2025-07-21,Open,"[{""incident_id"": ""INC-05573"", ""description"": ""High network switch failure in Legal headquarters..."", ""relevance"": 0.72}, {""incident_id"": ""INC-07589"", ""description"": ""Critical Load balancing failure for R&D VPN access..."", ""relevance"": 0.94}]","[""Network device firmware vulnerabilities"", ""Load balancer configuration errors"", ""DDoS protection inadequacies"", ""Wireless security weaknesses"", ""Traffic prioritization failures""]","[""Deploy additional monitoring solutions"", ""Deploy endpoint detection and response"", ""Review third-party vendor security"", ""Implement privileged access management"", ""Implement data classification framework""]",High,Medium
INC-00840,Low PCI DSS non-compliance in R&D payment processing,Compliance,Low,Security,Low,2026-03-07,Resolved,"[{""incident_id"": ""INC-03952"", ""description"": ""Medium contract compliance issue in Security production floor..."", ""relevance"": 0.72}, {""incident_id"": ""INC-02852"", ""description"": ""Medium missing documentation for Sales reporting..."", ""relevance"": 0.91}]","[""Inadequate staff training on compliance"", ""Third-party compliance management failures"", ""Data retention policy implementation gaps"", ""Segregation of duties failures"", ""Certification and attestation gaps""]","[""Implement data loss prevention tools"", ""Deploy security information and event management"", ""Establish continuous monitoring program"", ""Immediate containment and isolation of affected systems"", ""Review access control lists and permissions"", ""Review and update security policies"", ""Deploy endpoint detection and response""]",High,Low
INC-00841,Critical data breach exposing customer PII in Legal,Security,Critical,Sales,High,2026-02-13,Closed,"[{""incident_id"": ""INC-06556"", ""description"": ""High privilege escalation in Finance web application by malicious employee..."", ""relevance"": 0.76}, {""incident_id"": ""INC-03539"", ""description"": ""Critical credential stuffing attack on Legal CRM platform..."", ""relevance"": 0.85}, {""incident_id"": ""INC-08265"", ""description"": ""Medium APT group compromising Finance workstations through drive-by download..."", ""relevance"": 0.81}, {""incident_id"": ""INC-06757"", ""description"": ""Low malware infection detected on HR mobile device..."", ""relevance"": 0.75}]","[""Shadow IT and unsanctioned applications"", ""Lack of multi-factor authentication"", ""Inadequate access control mechanisms"", ""Insufficient monitoring and detection"", ""Data classification failures""]","[""Implement emergency security controls"", ""Establish incident response procedures"", ""Establish regular security audits"", ""Implement privileged access management"", ""Implement network segmentation""]",Medium,Medium
INC-00842,High Monitoring system outage in HR infrastructure,System Failure,High,Marketing,High,2026-02-19,Open,"[{""incident_id"": ""INC-07638"", ""description"": ""Low Log aggregation system failure in IT..."", ""relevance"": 0.74}, {""incident_id"": ""INC-06145"", ""description"": ""Critical database crash causing productivity loss in IT..."", ""relevance"": 0.84}, {""incident_id"": ""INC-01682"", ""description"": ""Low Cloud service outage impacting IT operations..."", ""relevance"": 0.78}]","[""Poor change management processes"", ""Network connectivity issues"", ""Environmental factors affecting hardware"", ""Service dependency failures"", ""Application memory leaks""]","[""Conduct vulnerability assessment"", ""Implement network segmentation"", ""Review and update security policies"", ""Conduct comprehensive forensic investigation"", ""Review third-party vendor security""]",High,Immediate
INC-00843,Medium test data leak containing production medical records from Customer Service,Data Leakage,Medium,Finance,Medium,2025-10-09,Resolved,"[{""incident_id"": ""INC-05466"", ""description"": ""Medium Video conference recording leak of Security trade secrets..."", ""relevance"": 0.94}, {""incident_id"": ""INC-07858"", ""description"": ""Medium mobile app data leak from IT intranet portal..."", ""relevance"": 0.85}, {""incident_id"": ""INC-04085"", ""description"": ""High third-party vendor leak of R&D medical records..."", ""relevance"": 0.71}, {""incident_id"": ""INC-05446"", ""description"": ""High test data leak containing production authentication credentials from Operations..."", ""relevance"": 0.89}]","[""Unsanctioned cloud service usage"", ""Removable media control deficiencies"", ""Database security configuration weaknesses"", ""API security and authentication gaps"", ""Insufficient vendor oversight""]","[""Review and update disaster recovery plans"", ""Implement data classification framework"", ""Engage external security consultants"", ""Immediate containment and isolation of affected systems"", ""Conduct tabletop exercises for incident response""]",Low,Immediate
INC-00844,Low Load balancing failure for IT file sharing,Network,Low,HR,Low,2026-03-24,Resolved,"[{""incident_id"": ""INC-06980"", ""description"": ""High wireless network outage in Marketing conference room..."", ""relevance"": 0.89}, {""incident_id"": ""INC-01106"", ""description"": ""Medium DHCP exhaustion in Sales network..."", ""relevance"": 0.87}, {""incident_id"": ""INC-04170"", ""description"": ""Low Traffic shaping misconfiguration affecting IT..."", ""relevance"": 0.7}, {""incident_id"": ""INC-09851"", ""description"": ""Medium routing configuration error causing system downtime in Marketing..."", ""relevance"": 0.76}, {""incident_id"": ""INC-08355"", ""description"": ""Critical Port channel misconfiguration in HR CRM platform..."", ""relevance"": 0.9}]","[""Insufficient network redundancy"", ""Network access control gaps"", ""Poor network monitoring capabilities"", ""DNS infrastructure vulnerabilities"", ""Routing protocol instabilities""]","[""Implement emergency security controls"", ""Conduct comprehensive forensic investigation"", ""Deploy security information and event management"", ""Engage external security consultants"", ""Conduct security awareness training"", ""Update all software and security patches""]",Medium,Immediate
INC-00845,Critical data retention policy violation in Security,Compliance,Critical,HR,High,2025-04-04,Open,"[{""incident_id"": ""INC-08438"", ""description"": ""Low contract compliance issue in Customer Service warehouse..."", ""relevance"": 0.71}, {""incident_id"": ""INC-02546"", ""description"": ""Low export control violation involving Legal medical records..."", ""relevance"": 0.71}]","[""Insufficient audit trail documentation"", ""Whistleblower program deficiencies"", ""Policy and procedure documentation gaps"", ""Vendor due diligence inadequacies"", ""Missing regulatory framework implementation""]","[""Notify all affected stakeholders immediately"", ""Implement network segmentation"", ""Conduct tabletop exercises for incident response"", ""Establish regular security audits"", ""Implement data loss prevention tools"", ""Establish incident response procedures"", ""Review and strengthen backup procedures""]",High,Medium
INC-00846,Critical contract compliance issue in R&D conference room,Compliance,Critical,Marketing,High,2025-04-29,In Progress,"[{""incident_id"": ""INC-01707"", ""description"": ""Low privacy policy non-compliance by Operations payment handling..."", ""relevance"": 0.91}, {""incident_id"": ""INC-06473"", ""description"": ""High privacy policy non-compliance by Customer Service data processing..."", ""relevance"": 0.87}, {""incident_id"": ""INC-07261"", ""description"": ""Medium GDPR compliance violation in Security payment handling..."", ""relevance"": 0.8}, {""incident_id"": ""INC-01202"", ""description"": ""Low employee training non-compliance in Sales..."", ""relevance"": 0.81}]","[""Data subject rights process deficiencies"", ""Inadequate compliance monitoring"", ""Regulatory reporting process failures"", ""Management override of controls"", ""Cross-border transfer mechanism deficiencies""]","[""Conduct tabletop exercises for incident response"", ""Deploy endpoint detection and response"", ""Immediate containment and isolation of affected systems"", ""Review and strengthen backup procedures"", ""Deploy security information and event management"", ""Implement multi-factor authentication""]",Medium,Immediate
